x,y,z,rx,ry,rz,q1,q2,q3,q4,q5,q6,vx,vy,vz,wx,wy,wz,vx_t,vy_t,vz_t,wx_t,wy_t,wz_t,print
-0.15676238453049507,-0.7535940670667276,0.364262791144944,-0.7176228522408071,-1.778818690006399,1.7694821371724698,1.0836507081985474,-1.2488229910479944,2.3088228702545166,-4.19816238084902,-1.8509190718280237,-0.003263298665181935,-0.10808930260197247,0.19776621016914442,0.4481859741818117,-0.009405458431723706,0.006776341212002461,-0.007946918803530906,-0.10857737282126384,0.19735400641142575,0.4463881161986461,-0.009417696219254652,0.004633496329902193,-0.008766173529259041,False
-0.1576567351988204,-0.7520415830038624,0.3677995010371966,-0.7177634165260455,-1.7788003421705394,1.769360836049742,1.0805209875106812,-1.2572649160968226,2.3103690147399902,-4.1911776701556605,-1.8479483763324183,-0.0032151381122034195,-0.10678840245076217,0.19707745393756249,0.4444766613464682,-0.0054282638694877604,0.004616119385187864,-0.007042405460775031,-0.10857737282130721,0.19735400641152,0.4463881161972831,-0.009417696219254841,0.00463349632990984,-0.008766173529256504,False
-0.1585116000290754,-0.750479124625582,0.37129594969182644,-0.7177641808867686,-1.7788053447367567,1.7691774438475603,1.0774155855178833,-1.2656825224505823,2.3119029998779297,-4.184205357228414,-1.8449772039996546,-0.0032871405230920914,-0.10631545114103873,0.19955668160794215,0.45306258516633413,-0.01903531271857337,0.011899578548003135,-0.009570757544237772,-0.10857737282137776,0.19735400641160156,0.44638811619591967,-0.009417696219254777,0.004633496329916694,-0.008766173529256011,False
-0.15937424738939945,-0.7489046943059522,0.37497604652608174,-0.7178063379753394,-1.7784676638061754,1.7694441855179437,1.0742498636245728,-1.274184528981344,2.3132693767547607,-4.177352730427877,-1.841898266469137,-0.003239456807271779,-0.10966163392436458,0.19742530910459494,0.44622451729664364,-0.009068604955322428,0.006674794210957713,-0.009017828678812541,-0.10857737282142359,0.1973540064116643,0.44638811619456364,-0.009417696219254845,0.004633496329923429,-0.008766173529252037,False
-0.1602455791570101,-0.7472896488460261,0.37851246167954433,-0.7178310282568403,-1.7783456711795003,1.7694209888860504,1.0710241794586182,-1.2826383749591272,2.3147432804107666,-4.170416657124655,-1.8387954870807093,-0.003263298665181935,-0.10884409459811148,0.1972610099402207,0.4422397061713291,-0.003624652435523869,0.0019844247104383143,-0.007951589031460185,-0.1085773728214955,0.19735400641169684,0.4463881161932096,-0.0094176962192564,0.004633496329930759,-0.008766173529251587,False
-0.1611435193538139,-0.7456700894094093,0.38210367848856763,-0.7179912050083467,-1.7780411282895534,1.769532628742568,1.0677746534347534,-1.2910807768451136,2.3161096572875977,-4.163515869771139,-1.83574086824526,-0.0031912962542932632,-0.10698053224041167,0.2005866458176719,0.4499470513464745,-0.013417807978929209,0.00747970393590204,-0.010724612675162656,-0.10857737282158007,0.1973540064117008,0.4463881161918572,-0.009417696219257032,0.0046334963299360325,-0.008766173529252661,False
-0.16199721355124952,-0.7440695134963897,0.385684865306068,-0.7179503543060379,-1.7779463184884383,1.7695082100535136,1.0645374059677124,-1.2996180693255823,2.31742787361145,-4.156339470540182,-1.832590405141012,-0.003251377736226857,-0.10677427576967558,0.20025894812171213,0.4493666244571153,-0.015990557870939753,0.00894607443573153,-0.00925914145401459,-0.10857737282166512,0.19735400641167425,0.44638811619051444,-0.009417696219259667,0.00463349632994455,-0.008766173529249983,False
-0.16282651052310732,-0.7425078271759042,0.3892835427421517,-0.7179100015628279,-1.7780294009110795,1.7695810578328428,1.0612881183624268,-1.3081801573382776,2.318638563156128,-4.148947064076559,-1.8292720953570765,-0.0032032171832483414,-0.1113037225750457,0.19601117518162706,0.4469732967809818,-0.00879058172049173,0.0052432908037415155,-0.01066500484585137,-0.10857737282176572,0.1973540064116307,0.44638811618917545,-0.00941769621926021,0.00463349632995126,-0.008766173529248158,False
-0.16368533370053132,-0.740948841477536,0.39285044193413043,-0.7178817860602685,-1.7779620182001559,1.7696195357581106,1.0580261945724487,-1.3166220823871058,2.319765090942383,-4.141674820576803,-1.8260496298419397,-0.0032151381122034195,-0.1090289269229337,0.19634381556212668,0.44586017423742436,-0.008372200933379799,0.0053812969132335875,-0.008138336875307836,-0.10857737282186598,0.19735400641155987,0.4463881161878408,-0.009417696219261633,0.004633496329956872,-0.008766173529249814,False
-0.16456677232688321,-0.7393617364745715,0.3965258099064173,-0.7179369588969452,-1.777426729726005,1.7699429114910468,1.054753065109253,-1.3250163237201136,2.3207597732543945,-4.134702507649557,-1.822946850453512,-0.0031912962542932632,-0.10741679807381842,0.19753060343441142,0.4494420281362966,-0.0145625816162227,0.009248979229341132,-0.010175076132227623,-0.10857737282199116,0.19735400641146753,0.4463881161865187,-0.009417696219264972,0.00463349632996469,-0.008766173529247641,False
-0.16542072467708613,-0.73778799908472,0.4001286484351044,-0.7179751901185829,-1.777270002627151,1.7700683020174237,1.051467776298523,-1.3334696928607386,2.3217668533325195,-4.1273701826678675,-1.8197243849383753,-0.0031431357013147476,-0.11014522654487657,0.19738741386273762,0.44313302388140974,-0.00982814024608333,0.0009693980698401283,-0.012893218417854352,-0.10857737282211144,0.1973540064113426,0.44638811618519786,-0.009417696219268377,0.004633496329971436,-0.00876617352924775,False
-0.16627558930434733,-0.7362235198674465,0.4036619263421644,-0.718021145952069,-1.7773394826794768,1.7699722058127372,1.0481706857681274,-1.3419354597674769,2.3227615356445312,-4.119786087666647,-1.8164904753314417,-0.0031192938434045914,-0.110649986127569,0.19740121711616423,0.44533049368289845,-0.007264181237605047,0.001196378806418315,-0.009957208865345941,-0.10857737282227037,0.19735400641119918,0.44638811618389196,-0.009417696219270688,0.004633496329979112,-0.008766173529244262,False
-0.16713951892628176,-0.7346668556865912,0.4072054302606402,-0.718006161899185,-1.7773337646336493,1.769894928576005,1.044849157333374,-1.35036546388735,2.323660373687744,-4.112213913594381,-1.8132436911212366,-0.0031550566302698257,-0.1093575414043499,0.1968403564211962,0.442318001749683,-0.003566422667780905,0.001553759559190021,-0.0103657372403384,-0.10857737282241876,0.19735400641103173,0.4463881161825938,-0.00941769621927381,0.004633496329987969,-0.008766173529246007,False
